Year,Type,Country,Area,Activity,Sex ,Age,Injury,Fatal (Y/N),Species ,latitude,longitude
2011,Unprovoked,REUNION,Bois-Blanc ,Free diving / spearfishing,M,42,Left foot bitten,N,NA,-21.07640887,55.58567047
2011,Unprovoked,REUNION,Saint-Gilles,Body boarding,M,38,FATAL,Y,NA,-21.07640887,55.58567047
2011,Unprovoked,REUNION,Saint-Gilles,Kayaking or Wave skiing,M,NA,No injury,N,NA,-21.07640887,55.58567047
2011,Unprovoked,REUNION,Saint-Gilles,Surfing,M,16,Minor injuries: scratches on nose & ankle. Board broken in two,N,NA,-21.07640887,55.58567047
2011,Unprovoked,REUNION,Saint-Gilles,Boogie Boarding,M,31,FATAL,Y,NA,-21.07640887,55.58567047
2011,Unprovoked,REUNION,Saint Gilles ,Surfing,M,32,Left leg severed at the knee,N,NA,-21.07640887,55.58567047
2012,Unprovoked,REUNION,Saint Leu,Surfing,M,39,Right hand and foot severed,N,Bull   ,-21.07640887,55.58567047
2012,Unprovoked,REUNION,Trois-Bassins,Surfing,M,22,FATAL,Y,NA,-21.07640887,55.58567047
2012,Unprovoked,REUNION,Saint-Benoit,Body boarding,M,31,"No injury, board bitten",N,NA,-21.07640887,55.58567047
2013,Unprovoked,REUNION,Les Avirons,Body boarding,M,24,Right leg severed,N,Bull   ,-21.07640887,55.58567047
2013,Unprovoked,REUNION,Saint-Paul,Swimming & snorkeling,F,15,FATAL,Y,NA,-21.07640887,55.58567047
2013,Unprovoked,REUNION,Saint-Gilles,Body boarding,M,36,FATAL,Y,Bull   ,-21.07640887,55.58567047
2014,Unprovoked,REUNION,Saint-Leu,Surfing,M,51,Lacerations to right wrist & calf,N,NA,-21.07640887,55.58567047
2015,Unprovoked,REUNION,Le Port,Surfing,M,47,Left forearm bitten,N,Bull   ,-21.07640887,55.58567047
2015,Unprovoked,REUNION,Saint-Gilles,Surfing,M,13,FATAL,Y,Bull   ,-21.07640887,55.58567047
2015,Unprovoked,REUNION,Les Avirons,Swimming,F,22,FATAL,Y,Tiger   ,-21.07640887,55.58567047
2017,Unprovoked,REUNION,Saint-Leu,Body boarding,M,28,FATAL,Y,NA,-21.07640887,55.58567047
2017,Unprovoked,REUNION,Saint-Andre,Body boarding,M,26,Fatal,Y,NA,-21.07640887,55.58567047
2004,Unprovoked,RUSSIA,Kuril Islands,Diving & fishing with net,M,NA,Thigh & calf bitten,N,White,61.52401,105.318756
2011,Unprovoked,RUSSIA,Primorsky Krai,"Standing, collecting sea stars",M,NA,Superficial laceration to shoulder,N,NA,61.52401,105.318756
2011,Unprovoked,RUSSIA,Primorsky Krai,Swimming,M,16,"Lacerations to hip, thigh and knee",N,NA,61.52401,105.318756
2011,Unprovoked,RUSSIA,Telyakovsky Bay,Swimming,M,25,Hands severed,N,NA,61.52401,105.318756
2008,Boat,UNITED KINGDOM,Easter Ross,Fishing,NA,NA,No injury to occupants; shark struck their boat,N,Basking ,55.378051,-3.435973
2009,Provoked,UNITED KINGDOM,Fife,Diving,M,23,15-20 puncture wounds to arm by captive shark  PROVOKED INCIDENT ,N,Angel ,55.378051,-3.435973
2011,Unprovoked,UNITED KINGDOM,Moray,Surfing,M,26,"No injury, shark bumped leg & board. ",N,NA,55.378051,-3.435973
2012,Provoked,UNITED KINGDOM,Inner Hebrides,Shark fishing,M,53,"No injury, shoe bitten by hooked and landed shark PROVOKED INCIDENT",N,Porbeagle  ,55.378051,-3.435973
1960,Sea Disaster,SENEGAL,Cap-Vert Peninsula,Air disaster: crash of Air France Super Constellation ,NA,NA,All 63 on board perished when the aircraft hit the water. Sharks hampered retrieval of bodies,Y,NA,14.497401,-14.452362
1960,Provoked,SENEGAL,Casamance,Fishing,M,NA,Calf bitten by shark caught in net PROVOKED INCIDENT,N,NA,14.497401,-14.452362
1961,Unprovoked,SENEGAL,Cap-Vert Peninsula,Free diving for molluscs,M,20,FATAL,Y,NA,14.497401,-14.452362
1962,Unprovoked,SENEGAL,Cap-Vert Peninsula,Beach seine netting,M,23,Ankle bitten,N,NA,14.497401,-14.452362
1964,Unprovoked,SENEGAL,Cap-Vert Peninsula,Free diving for shell,M,NA,Thigh & hand bitten,N,NA,14.497401,-14.452362
1967,Unprovoked,SENEGAL,Cap-Vert Peninsula,Beach seine netting,M,NA,Ankle bitten,N,NA,14.497401,-14.452362
1998,Provoked,SENEGAL,Cap-Vert Peninsula,Spearfishing,M,25,Bitten by harpooned shark PROVOKED INCIDENT,N,NA,14.497401,-14.452362
1961,Unprovoked,SEYCHELLES,Amirante Islands,Swimming from capsized pirogue,M,NA,FATAL,Y,Tiger   ,-4.679574,55.491977
2007,Unprovoked,SEYCHELLES,Bird Island,Snorkeling,M,NA,No injury,N,White,-4.679574,55.491977
2011,Unprovoked,SEYCHELLES,Praslin,Swimming or Snorkeling,M,30,FATAL,Y,Bull   ,-4.679574,55.491977
2011,Unprovoked,SEYCHELLES,Praslin,Diving,M,36,FATAL,Y,NA,-4.679574,55.491977
1962,Unprovoked,SOLOMON ISLANDS,Guadalcanal Province,Swimming outside fishing net,M,NA,"FATAL, shoulder & thigh bitten ",Y,NA,-9.64571,160.156194
1963,Unprovoked,SOLOMON ISLANDS,Ysabel Island,Spearing fish,M,30,"FATAL, right thigh, calf & foot bitten ",Y,NA,-9.64571,160.156194
1987,Sea Disaster,SOLOMON ISLANDS,Isabel Island,The inter-island ferry Vula sank in heavy weather,NA,NA,FATAL,Y,NA,-9.64571,160.156194
1998,Unprovoked,SOLOMON ISLANDS,Malaita Province,Diving,NA,NA,Lacerations to hands and knee,N,NA,-9.64571,160.156194
2005,Unprovoked,SOLOMON ISLANDS,Santa Isabel Province,Diving,M,NA,Thighs bitten,N,NA,-9.64571,160.156194
2007,Unprovoked,SOLOMON ISLANDS,Marovo Lagoon,Spearfishing,M,NA,Left thigh bitten,N,Grey reef ,-9.64571,160.156194
2009,Provoked,SOLOMON ISLANDS,Makira-Ulawa Province,Fishing,M,NA,Injuries to face & neck PROVOKED INCIDENT,N,NA,-9.64571,160.156194
2010,Unprovoked,SOLOMON ISLANDS,Western Province,NA,M,34,Lacerations to face and neck,N,NA,-9.64571,160.156194
1993,Unprovoked,SOMALIA,Banaadir Region,Stamding,M,NA,FATAL,Y,NA,5.152149,46.199616
1993,Unprovoked,SOMALIA,Banaadir Region,Swimming,M,21,FATAL,Y,NA,5.152149,46.199616
1993,Unprovoked,SOMALIA,Banaadir Region,Swimming,F,NA,FATAL,Y,NA,5.152149,46.199616
1993,Unprovoked,SOMALIA,Banaadir Region,NA,NA,NA,FATAL,Y,NA,5.152149,46.199616
1960,Unprovoked,SOUTH AFRICA,Cape Town,Swimming,M,25,"FATAL, legs severed ",Y,White,-30.559482,22.937506
1960,Boat,SOUTH AFRICA,Cape Town,Hand lining for shad,NA,NA,"No injury to occupants, shark bit 45 cm hole in hull",N,White,-30.559482,22.937506
1960,Boat,SOUTH AFRICA,Cape Town,Fishing for rock lobsters,NA,NA,"No injury to occupants, shark rammed & bit  boat",N,White,-30.559482,22.937506
1960,Boat,SOUTH AFRICA,Cape Town,Fishing,NA,NA,"Shark rammed boat, breaching its hull",N,White,-30.559482,22.937506
1960,Unprovoked,SOUTH AFRICA,Durban,Treading water,M,16,Multiple major injuries,N,White,-30.559482,22.937506
1960,Provoked,SOUTH AFRICA,Durban,Fishing,M,NA,Gaffed shark bit his ankle PROVOKED INCIDENT,N,Sandtiger,-30.559482,22.937506
1960,Boat,SOUTH AFRICA,Cape Town,Fishing,NA,NA,Shark rammed boat & bit transom,N,White,-30.559482,22.937506
1960,Provoked,SOUTH AFRICA,Cape Town,"Standing, watching seine netters",F,NA,Left leg bitten by shark that escaped net  PROVOKED INCIDENT,N,NA,-30.559482,22.937506
1960,Unprovoked,SOUTH AFRICA,Durban,Wading,F,NA,"Heel lacerated, hand lacerated & abraded",N,NA,-30.559482,22.937506
1961,Unprovoked,SOUTH AFRICA,Durban,Treading water,M,18,Lower right leg & ankle bitten,N,Zambesi ,-30.559482,22.937506
1961,Provoked,SOUTH AFRICA,Durban,Diving,M,NA,Shark bit swimfin after diver kicked shark PROVOKED INCIDENT,N,NA,-30.559482,22.937506
1961,Provoked,SOUTH AFRICA,Durban,Fishing,M,44,Landed shark in boat bit his left leg  PROVOKED INCIDENT,N,Zambesi ,-30.559482,22.937506
1961,Unprovoked,SOUTH AFRICA,Cape Town,"Spearfishing, shark grabbed his white t-shirt and towed him ",M,27,Torso bruised & abraded ,N,NA,-30.559482,22.937506
1961,Unprovoked,SOUTH AFRICA,Durban,Swimming,M,14,"FATAL, multiple injuries to both legs, feet & left arm  ",Y,NA,-30.559482,22.937506
1961,Boat,SOUTH AFRICA,Cape Town,Fishing for kob,NA,NA,"No injury to occupants, shark took a gaffed fish they were bringing aboard & hit their boat",N,NA,-30.559482,22.937506
1961,Unprovoked,SOUTH AFRICA,Durban,Swimming,M,15,Left thigh bitten ,N,White,-30.559482,22.937506
1961,Unprovoked,SOUTH AFRICA,Durban,Standing,M,13,"Right foot, leg and hand bitten",N,White,-30.559482,22.937506
1961,Unprovoked,SOUTH AFRICA,Cape Town,Standing,M,25,"Lower left leg bitten, abrasions on back of right leg",N,NA,-30.559482,22.937506
1962,Provoked,SOUTH AFRICA,Durban,Scuba diving,M,NA,Captive shark bit air hose & minor lacerations on diver's cheek PROVOKED INCIDENT,N,Dusky    ,-30.559482,22.937506
1962,Boat,SOUTH AFRICA,Cape Town,Fishing,NA,NA,"No injury to occupants, shark jumped onboard, knocking 2 anglers onto the deck",N,NA,-30.559482,22.937506
1962,Unprovoked,SOUTH AFRICA,Durban,Spearfishing,M,30,Arm lacerated (minor injury),N,NA,-30.559482,22.937506
1962,Boat,SOUTH AFRICA,Cape Town,Fishing,NA,NA,"No injury to occupants, shark hit boat, lifting it from the water, bit & dented propeller",N,NA,-30.559482,22.937506
1962,Boat,SOUTH AFRICA,Cape Town,"On a ""shark hunt""",NA,NA,"No injury to occupants, shark charged boat, then 2 more sharks hit boat, oar grabbed, boat finally drifted ashore at 02h00",N,NA,-30.559482,22.937506
1962,Unprovoked,SOUTH AFRICA,Durban,Wading,M,13,Left ankle & foot bitten,N,Zambesi ,-30.559482,22.937506
1962,Provoked,SOUTH AFRICA,Durban,Fishing,NA,NA,Hooked shark bit boat PROVOKED INCIDENT,N,NA,-30.559482,22.937506
1962,Unprovoked,SOUTH AFRICA,Durban,Swimming,M,22,"FATAL, calf bitten twice",Y,NA,-30.559482,22.937506
1962,Unprovoked,SOUTH AFRICA,Durban,Treading water,M,13,"FATAL, tissue removed from thigh, femoral artery severed ",Y,White,-30.559482,22.937506
1962,Boat,SOUTH AFRICA,Cape Town,Fishing,NA,NA,Shark rammed boat 5 times & holed it,N,NA,-30.559482,22.937506
1963,Unprovoked,SOUTH AFRICA,Durban,Standing,F,20,"Right hand & foot severed, thigh & buttock lacerated",N,Zambesi ,-30.559482,22.937506
1963,Unprovoked,SOUTH AFRICA,Durban,Swimming ,M,24,"Lower leg bitten & foot severed, leg surgically amputated below knee",N,NA,-30.559482,22.937506
1963,Unprovoked,SOUTH AFRICA,Durban,Swimming,M,18,"FATAL, shoulders, arms, abdomen & foot bitten  ",Y,NA,-30.559482,22.937506
1963,Provoked,SOUTH AFRICA,Durban,Helping friend land hooked shark,M,13,Foot lacerated  PROVOKED INCIDENT,N,Dusky    ,-30.559482,22.937506
1963,Unprovoked,SOUTH AFRICA,Cape Town,Spearfishing,M,NA,Foot lacerated,N,White,-30.559482,22.937506
1963,Unprovoked,SOUTH AFRICA,Durban,Splashing in surf,M,15,"FATAL, arm severed, leg bitten",Y,Zambesi ,-30.559482,22.937506
1963,Unprovoked,SOUTH AFRICA,Durban,Swimming,M,15,Buttock bitten,N,NA,-30.559482,22.937506
1963,Boat,SOUTH AFRICA,Cape Town,Fishing ,NA,NA,"No injury to occupant, shark leapt inside boat",N,NA,-30.559482,22.937506
1963,Provoked,SOUTH AFRICA,Durban,Fishing,M,NA,Foot bitten by shark hooked & taken on boat  PROVOKED INCIDENT,N,NA,-30.559482,22.937506
1963,Unprovoked,SOUTH AFRICA,Durban,"Free diving, hunting crayfish",M,27,Lacerations & punctures on left  forearm,N,NA,-30.559482,22.937506
1963,Unprovoked,SOUTH AFRICA,Durban,Spearfishing,M,24,Lacerations to right  arm,N,Zambesi ,-30.559482,22.937506
1964,Unprovoked,SOUTH AFRICA,Durban,Swimming,M,19,"Hand, ankle & calf lacerated",N,Sandtiger,-30.559482,22.937506
1964,Provoked,SOUTH AFRICA,Durban,Surf fishing,M,NA,Right leg bitten  while attempting to gaff hooked shark PROVOKED INCIDENT,N,NA,-30.559482,22.937506
1964,Unprovoked,SOUTH AFRICA,Durban,Searching for remains of  Dr. Marais,M,30,"No injury, shark charged & impaled itself on spear",N,Zambesi ,-30.559482,22.937506
1964,Unprovoked,SOUTH AFRICA,Cape Town,Body boarding,M,25,Right ankle lacerated,N,White,-30.559482,22.937506
1964,Unprovoked,SOUTH AFRICA,Durban,Body surfing,M,39,Heel & ankle bitten,N,NA,-30.559482,22.937506
1964,Unprovoked,SOUTH AFRICA,Durban,Standing,M,17,Heel bitten,N,NA,-30.559482,22.937506
1964,Boat,SOUTH AFRICA,Cape Town,Shark watching,NA,NA,"No injury to occupants, shark holed  boat",N,White,-30.559482,22.937506
1964,Unprovoked,SOUTH AFRICA,Cape Town,Diving for sinkers,M,NA,Lacerations and puncture wounds in right arm ,N,NA,-30.559482,22.937506
1965,Unprovoked,SOUTH AFRICA,Durban,Treading water,M,25,"Abdomen, buttock, thigh, arm & hand bitten",N,NA,-30.559482,22.937506
1965,Unprovoked,SOUTH AFRICA,Durban,Paddling rescue ski,M,22,"No injury, ski bitten",N,White,-30.559482,22.937506
1965,Unprovoked,SOUTH AFRICA,Durban,Body surfing,M,20,Right thigh punctured,N,NA,-30.559482,22.937506
1966,Provoked,SOUTH AFRICA,Cape Town,Helping men land a shark,M,33,Left leg lacerated by hooked shark  PROVOKED INCIDENT,N,Copper ,-30.559482,22.937506
1966,Unprovoked,SOUTH AFRICA,Durban,Standing,M,16,Right calf lacerated,N,Zambesi ,-30.559482,22.937506
1966,Unprovoked,SOUTH AFRICA,Durban,Body surfing,M,15,Lower legs bitten,N,NA,-30.559482,22.937506
1967,Unprovoked,SOUTH AFRICA,Cape Town,Surfing,M,22,Right ankle & foot bitten,N,NA,-30.559482,22.937506
1967,Unprovoked,SOUTH AFRICA,Durban,Spearfishing,M,32,"Punctures in right buttock & thigh, abrasion on right forearm",N,White,-30.559482,22.937506
1967,Boat,SOUTH AFRICA,Cape Town,Fishing for rock lobster,NA,NA,"Holed & sank boat, 1 man flung into water but ignored by the shark",N,White,-30.559482,22.937506
1967,Provoked,SOUTH AFRICA,Cape Town,Spearfishing Competition,M,NA,"No injury, shark bit support boat, removing pieces of wood after Gerricke shot it  PROVOKED INCIDENT",N,Sandtiger,-30.559482,22.937506
1967,Unprovoked,SOUTH AFRICA,Durban,Crossing river on a raft,M,NA,"FATAL, leg severed",Y,NA,-30.559482,22.937506
1968,Unprovoked,SOUTH AFRICA,Durban,Spearfishing,M,28,"No injury, left elbow & torso bumped by sharks",N,Hammerhead ,-30.559482,22.937506
1968,Boat,SOUTH AFRICA,Durban,Fishing,M,22,"Shark leapt into boat, landed on Hlope's back, then bit his left forearm",N,NA,-30.559482,22.937506
1968,Unprovoked,SOUTH AFRICA,Durban,Wading & pushing dinghy toward  the shallows,M,35,Left thigh lacerated,N,NA,-30.559482,22.937506
1970,Provoked,SOUTH AFRICA,Durban,Scuba Diving,M,25,2 cm laceration on knee PROVOKED INCIDENT,N,Sandtiger,-30.559482,22.937506
1971,Unprovoked,SOUTH AFRICA,Cape Town,Swimming,F,16,Right forearm bitten,N,White,-30.559482,22.937506
1971,Unprovoked,SOUTH AFRICA,Durban,Swimming,M,25,Wrist & hand lacerated,N,NA,-30.559482,22.937506
1971,Unprovoked,SOUTH AFRICA,Cape Town,Surfing,M,21,Leg & surfboard bitten,N,White,-30.559482,22.937506
1971,Unprovoked,SOUTH AFRICA,Cape Town,Swimming,M,50,"FATAL, multiple bites ",Y,White,-30.559482,22.937506
1972,Unprovoked,SOUTH AFRICA,Cape Town,Treading water,M,29,Lower left leg & foot bitten,N,NA,-30.559482,22.937506
1972,Unprovoked,SOUTH AFRICA,Cape Town,Swimming,M,NA,"No injury, swim fin bitten",N,White,-30.559482,22.937506
1972,Unprovoked,SOUTH AFRICA,Durban,Swimming,M,20,"FATAL, coroner's Verdict: ""Death presumably through shark attack & drowning""",Y,NA,-30.559482,22.937506
1972,Unprovoked,SOUTH AFRICA,Durban,Sitting in shallows,F,30,Foot bitten,N,Zambesi ,-30.559482,22.937506
1973,Sea Disaster,SOUTH AFRICA,Durban,Being pulled to shore from wreck of 25-ton fishing vessel Alan S,NA,NA,"FATAL, thigh bitten ",Y,NA,-30.559482,22.937506
1973,Unprovoked,SOUTH AFRICA,Durban,Spearfishing,M,26,Hip bruised,N,Dusky ,-30.559482,22.937506
1973,Provoked,SOUTH AFRICA,Durban,Fishing from paddleski,M,NA,Hooked & gaffed shark bit his right elbow PROVOKED INCIDENT,N,NA,-30.559482,22.937506
1973,Unprovoked,SOUTH AFRICA,Durban,Surfing,M,13,"No injury, surboard flung into air & dented",N,NA,-30.559482,22.937506
1974,Unprovoked,SOUTH AFRICA,Cape Town,Spearfishing,M,22,Left knee lacerated,N,Sandtiger,-30.559482,22.937506
1974,Unprovoked,SOUTH AFRICA,Durban,Standing,M,19,Lower right leg lacerated,N,NA,-30.559482,22.937506
1974,Unprovoked,SOUTH AFRICA,Durban,Surfing,M,17,Right foot lacerated,N,Dusky ,-30.559482,22.937506
1974,Unprovoked,SOUTH AFRICA,Durban,Surfing,M,21,"No injury, surfboard bitten",N,NA,-30.559482,22.937506
1974,Boat,SOUTH AFRICA,Cape Town,Fishing for kob,NA,NA,"No injury to occupant, shark holed boat",N,White,-30.559482,22.937506
1974,Unprovoked,SOUTH AFRICA,Durban,Swimming,M,14,"Right calf removed, leg surgically amputated below the knee",N,NA,-30.559482,22.937506
1974,Unprovoked,SOUTH AFRICA,Durban,Swimming,M,19,Right shin lacerated,N,NA,-30.559482,22.937506
1974,Boat,SOUTH AFRICA,Cape Town,Fishing for red fish,NA,NA,"No injury to occupant, but  a shark chasing a hooked fish holed his boat above the waterline",N,White,-30.559482,22.937506
1974,Boat,SOUTH AFRICA,Cape Town,Fishing for kob,NA,NA,"No injury,  shark leapt into boat & bit one of the boat's seats",N,White,-30.559482,22.937506
1974,Unprovoked,SOUTH AFRICA,Durban,Sitting,M,42,2 minor lacerations in foot,N,Sandtiger,-30.559482,22.937506
1974,Unprovoked,SOUTH AFRICA,Durban,Swimming,M,33,Knee & calf lacerated,N,NA,-30.559482,22.937506
1975,Unprovoked,SOUTH AFRICA,Durban,Standing,M,33,Left foot lacerated,N,Dusky ,-30.559482,22.937506
1975,Unprovoked,SOUTH AFRICA,Durban,Paddleskiing,M,21,Right foot & ankle lacerated,N,NA,-30.559482,22.937506
1975,Unprovoked,SOUTH AFRICA,Durban,Surfing,M,19,Left leg & surfboard bitten,N,White,-30.559482,22.937506
1975,Unprovoked,SOUTH AFRICA,Cape Town,Spearfishing Competition,M,NA,"No injury, rammed by shark",N,White,-30.559482,22.937506
1975,Provoked,SOUTH AFRICA,Cape Town,Attempting to drag hooked shark ashore by its tail,M,NA,Left leg bitten  PROVOKED INCIDENT,N,NA,-30.559482,22.937506
1975,Unprovoked,SOUTH AFRICA,Durban,Surfing,M,16,Foot severed,N,NA,-30.559482,22.937506
1975,Boat,SOUTH AFRICA,Cape Town,NA,NA,NA,Shark bit rudder & hull,N,Mako,-30.559482,22.937506
1975,Provoked,SOUTH AFRICA,Cape Town,Fishing,M,12,Foot bitten by shark he was gaffing  PROVOKED INCIDENT,N,Copper ,-30.559482,22.937506
1976,Unprovoked,SOUTH AFRICA,Cape Town,"Thrashing the water / imitating the shark victim from ""Jaws""",M,19,Torso bitten,N,White,-30.559482,22.937506
1976,Provoked,SOUTH AFRICA,Cape Town,Fishing for white shark,NA,NA,"No injury to occupants. Hooked shark bit boat's transom, PROVOKED INCIDENT",N,White,-30.559482,22.937506
1976,Boat,SOUTH AFRICA,Cape Town,Boat,NA,NA,"No injury to occupants, shark leapt on bow of boat",N,White,-30.559482,22.937506
1976,Unprovoked,SOUTH AFRICA,Durban,Surfing,M,20,Left thigh lacerated,N,White,-30.559482,22.937506
1976,Boat,SOUTH AFRICA,Cape Town,Competing in a light tackle game fishing,NA,NA,"Shark following hooked fish, rammed & holed boat",N,Mako,-30.559482,22.937506
1976,Boat,SOUTH AFRICA,Cape Town,Fishing,NA,NA,"No injury to occupants, shark buckled prop shaft",N,Whale ,-30.559482,22.937506
1976,Boat,SOUTH AFRICA,Cape Town,NA,NA,NA,Shark breached hull of boat,N,White,-30.559482,22.937506
1976,Boat,SOUTH AFRICA,Cape Town,NA,NA,NA,"Shark leapt into boat, hitting Fanie Schoeman on his back before sliding into the sea",N,White,-30.559482,22.937506
1976,Boat,SOUTH AFRICA,Cape Town,Shark watching,NA,NA,"No injury to occupants, shark rammed bow, driving its head into the hull",N,White,-30.559482,22.937506
1976,Provoked,SOUTH AFRICA,Cape Town,Shark fishing,NA,NA,"No injury to occupants, After shark was harpooned & shot, it holed the boat PROVOKED INCIDENT",N,NA,-30.559482,22.937506
1976,Provoked,SOUTH AFRICA,Cape Town,Fishing for snoek & yellowtail,NA,NA,"Hooked shark leapt onboard & into fish well, which it smashed PROVOKED INCIDENT",N,White,-30.559482,22.937506
1977,Unprovoked,SOUTH AFRICA,Durban,Surfing,M,18,"Both legs bitten, 2 days later gangrene necessitated surgical amputation of left leg at mid-thigh",N,Tiger   ,-30.559482,22.937506
1977,Boat,SOUTH AFRICA,Cape Town,Fishing for bottom fish,NA,NA,No injury to occupant: shark bit boat's port chine,N,White,-30.559482,22.937506
1977,Provoked,SOUTH AFRICA,Cape Town,Standing,M,NA,Shark lacerated his hand when he grabbed it by the tail PROVOKED INCIDENT,N,Na,-30.559482,22.937506
1977,Unprovoked,SOUTH AFRICA,Cape Town,Spearfishing,M,25,"No injury, shark bit speargun & pushed diver through the water",N,White,-30.559482,22.937506
1977,Boat,SOUTH AFRICA,Cape Town,Fishing,M,NA,"Shark leapt into boat, pinning Mamacos beneath and fracturing his pelvis, then trashed the boat rendering it inoperable",N,White,-30.559482,22.937506
1977,Boat,SOUTH AFRICA,Cape Town,Fishing for yellowtail,M,NA,Lombard's thigh was lacerated by shark that leapt into boat ,N,Mako,-30.559482,22.937506
1977,Unprovoked,SOUTH AFRICA,Cape Town,Swimming,M,31,Right foot bitten,N,NA,-30.559482,22.937506
1978,Unprovoked,SOUTH AFRICA,Durban,Spearfishing,M,23,"FATAL, legs bitten ",Y,White,-30.559482,22.937506
1978,Unprovoked,SOUTH AFRICA,Cape Town,Spearfishing,M,27,"No injury, shark took his catch, then towed & pushed diver through the water ",N,White,-30.559482,22.937506
1978,Boat,SOUTH AFRICA,Durban,NA,NA,NA,"No injury to occupants; shark rammed boat 4 times, bit engine & cracked the hull",N,NA,-30.559482,22.937506
1978,Unprovoked,SOUTH AFRICA,Cape Town,Fishing for mackerel,NA,NA,"Shark jumped in boat, but no injury to occupants",N,NA,-30.559482,22.937506
1978,Unprovoked,SOUTH AFRICA,Cape Town,Diving,M,NA,"No injury, rammed by shark",N,White,-30.559482,22.937506
1978,Unprovoked,SOUTH AFRICA,Durban,Surfing,M,17,"Left leg, ankle & foot bitten",N,Blacktip,-30.559482,22.937506
1979,Unprovoked,SOUTH AFRICA,Durban,Swimming,M,18,Shin lacerated,N,NA,-30.559482,22.937506
1979,Provoked,SOUTH AFRICA,Cape Town,Shark fishing,NA,NA,"No injury to occupants; hooked shark tore out part of transom, bit skeg of motor and snapped the steel trace PROVOKED INCIDENT",N,White,-30.559482,22.937506
1979,Provoked,SOUTH AFRICA,Durban,Fishing,M,NA,Bitten below right knee by hooked shark pulled onboard skiboat PROVOKED INCIDENT,N,Sandtiger,-30.559482,22.937506
1979,Provoked,SOUTH AFRICA,Cape Town,Spearfishing,M,25,Shark rammed diver after he shot it in the head  PROVOKED INCIDENT,N,White,-30.559482,22.937506
1979,Unprovoked,SOUTH AFRICA,Durban,Scuba diving,M,NA,"FATAL (presumed), pieces of shark-bitten wetsuit washed ashore but no body was recovered",Y,NA,-30.559482,22.937506
1979,Boat,SOUTH AFRICA,Cape Town,NA,NA,NA,No Injury,N,NA,-30.559482,22.937506
1979,Unprovoked,SOUTH AFRICA,Durban,"Surfing, collided with shark",M,19,Punctures on left thigh,N,NA,-30.559482,22.937506
1980,Unprovoked,SOUTH AFRICA,Durban,Paddleskiing,M,25,"No injury, paddleski bitten",N,NA,-30.559482,22.937506
1980,Unprovoked,SOUTH AFRICA,Durban,Surfing,M,22,"No injury, board bitten",N,NA,-30.559482,22.937506
1980,Unprovoked,SOUTH AFRICA,Durban,Free diving,M,52,FATAL,Y,Tiger   ,-30.559482,22.937506
1980,Provoked,SOUTH AFRICA,Cape Town,Fishing,M,61,Leg lacerated by netted shark PROVOKED INCIDENT,N,Hammerhead ,-30.559482,22.937506
1980,Unprovoked,SOUTH AFRICA,Durban,Body boarding,M,24,"Both hands & heel of left foot lacerated, right foot severed",N,White,-30.559482,22.937506
1980,Provoked,SOUTH AFRICA,Durban,Spearfishing,M,29,"No injury, rammed & catapulted from the water by shark after he shot at it & missed PROVOKED INCIDENT",N,Zambesi ,-30.559482,22.937506
1980,Unprovoked,SOUTH AFRICA,Durban,Swimming,M,NA,Abrasion,N,Hammerhead ,-30.559482,22.937506
1980,Unprovoked,SOUTH AFRICA,Durban,Swimming,M,25,3 small punctures on arm,N,Sandtiger,-30.559482,22.937506
1981,Provoked,SOUTH AFRICA,Cape Town,Inspecting teeth of supposedly dead (hooked & shot) shark,M,NA,Hand lacerated  PROVOKED INCIDENT,N,White,-30.559482,22.937506
1981,Unprovoked,SOUTH AFRICA,Durban,Surfing,M,32,7 lacerations to right foot,N,Zambesi ,-30.559482,22.937506
1981,Unprovoked,SOUTH AFRICA,Durban,Catching sardines,M,NA,Laceration to calf,N,Grey reef ,-30.559482,22.937506
1981,Unprovoked,SOUTH AFRICA,Durban,Surfing,M,27,"Shark & board collided. No injury, but board was dented",N,Sandtiger,-30.559482,22.937506
1981,Unprovoked,SOUTH AFRICA,Durban,Surfing,M,19,"No Injury, board bitten",N,Sandtiger,-30.559482,22.937506
1981,Unprovoked,SOUTH AFRICA,Durban,Surfing,M,24,"Left leg bitten, surgically amputated",N,Tiger   ,-30.559482,22.937506
1981,Unprovoked,SOUTH AFRICA,Durban,Swimming,M,30,Foot lacerated,N,Dusky ,-30.559482,22.937506
1982,Unprovoked,SOUTH AFRICA,Durban,Surfing,M,16,"No injury, pressure ding on surfboard",N,NA,-30.559482,22.937506
1982,Unprovoked,SOUTH AFRICA,Durban,Surfing,M,16,"No Injury, surfboard bitten",N,White,-30.559482,22.937506
1982,Unprovoked,SOUTH AFRICA,Cape Town,Swimming,F,18,"Left knee, lower leg & foot bitten",N,NA,-30.559482,22.937506
1982,Unprovoked,SOUTH AFRICA,Durban,Paddleskiing,M,38,"No injury, ski bitten",N,White,-30.559482,22.937506
1982,Unprovoked,SOUTH AFRICA,Durban,Surfing,M,27,FATAL,Y,White,-30.559482,22.937506
1982,Provoked,SOUTH AFRICA,Cape Town,Fishing,M,NA,Leg bitten above ankle by hooked shark taken aboard skiboat PROVOKED INCIDENT,N,NA,-30.559482,22.937506
1982,Unprovoked,SOUTH AFRICA,Durban,Swimming,M,20,Right shin & toe lacerated,N,Sandtiger,-30.559482,22.937506
