Year,Type,Country,Area,Activity,Sex ,Age,Injury,Fatal (Y/N),Species ,latitude,longitude
2012,Unprovoked,FRENCH POLYNESIA,Tuamotus,Spearfishing,M,NA,Shoulder bitten,N,Lemon,-17.679742,-149.406843
2013,Unprovoked,FRENCH POLYNESIA,Tuamotus,Kite boarding,M,53,"Underside of board, fins and, harness were damaged, and left  hip, thigh and buttock sustained puncture wounds",N,Blacktip reef ,-17.679742,-149.406843
2013,Unprovoked,FRENCH POLYNESIA,Society Islands,Scuba diving,M,48,Lacerations to right arm & thigh,N,Lemon,-17.679742,-149.406843
2014,Unprovoked,FRENCH POLYNESIA,Moorea,Feeding fish,F,36,Thumb & finger nipped,N,Blacktip,-17.679742,-149.406843
2014,Unprovoked,FRENCH POLYNESIA,Society Islands,Kitesurfing,M,21,Lacerations to lower leg,N,Blacktip Reef  ,-17.679742,-149.406843
2015,Unprovoked,FRENCH POLYNESIA,Rangiroa,Spearfishing,M,19,Lacerations to right forearm,N,NA,-17.679742,-149.406843
2015,Unprovoked,FRENCH POLYNESIA,Bora Bora,Hand feeding sharks,M,9,Hand bitten,N,Blacktip,-17.679742,-149.406843
2015,Unprovoked,FRENCH POLYNESIA,Central Tuamotu,Sitting in the water,M,1,Thigh bitten,N,Blacktip Reef  ,-17.679742,-149.406843
2016,Provoked,FRENCH POLYNESIA,Tuamotus,Spearfishing,M,26,"Severe lacerations to right forearm, hand and calf from speared shark PROVOKED INCIDENT",N,Grey reef ,-17.679742,-149.406843
2005,Unprovoked,GRAND CAYMAN,East Wall,Scuba diving,F,57,No injury ,N,Caribbean reef,19.513469,-80.566956
1963,Unprovoked,GREECE,Thessaly,Swimming,F,42,FATAL,Y,White,39.074208,21.824312
1965,Unprovoked,GREECE,Island of Volos,Swimming,F,NA,FATAL,Y,NA,39.074208,21.824312
1981,Unprovoked,GREECE,Pagasitikos Gulf,"Free diving / spearfishing, ",M,NA,Minor injury,N,NA,39.074208,21.824312
1960,Unprovoked,GRENADA,St. Georges ,Spearfishing,M,9,Toe bitten,N,NA,12.262776,-61.604171
1970,Unprovoked,GRENADA,St. Andrew Parish,Wading,M,16,"FATAL, multiple injuries to both legs  ",Y,NA,12.262776,-61.604171
1970,Unprovoked,GRENADA,St. Andrew Parish,Wading,M,18,"FATAL, body not recovered",Y,NA,12.262776,-61.604171
1970,Unprovoked,GRENADA,St. Andrew Parish,Swimming,M,14,"FATAL, body not recovered",Y,NA,12.262776,-61.604171
2009,Provoked,GUAM,North Region,Spearfishing,M,27,Speared shark bit his forearm PROVOKED INCIDENT,N,Blacktip,13.444304,144.793731
1971,Unprovoked,HONG KONG,Mirs Bay ,Freedom Swimming,M,20,"Left leg severely bitten, surgically amputated",N,NA,22.396428,114.109497
1973,Unprovoked,HONG KONG,Mirs Bay ,Freedom Swimming,M,20,FATAL,Y,NA,22.396428,114.109497
1974,Unprovoked,HONG KONG,Mirs Bay ,Freedom Swimming,M,22,Survived,N,NA,22.396428,114.109497
1974,Unprovoked,HONG KONG,Mirs Bay ,Freedom swimming,M,NA,FATAL,Y,NA,22.396428,114.109497
1974,Unprovoked,HONG KONG,Mirs Bay ,Freedom swimming,M,19,Arm broken & severely lacerated,N,NA,22.396428,114.109497
1974,Unprovoked,HONG KONG,Mirs Bay ,Freedom swimming,M,18,Left foot bitten,N,NA,22.396428,114.109497
1975,Unprovoked,HONG KONG,Mirs Bay ,Freedom swimming,M,24,"Leg bitten, surgically amputated",N,NA,22.396428,114.109497
1976,Sea Disaster,HONG KONG,Mirs Bay ,"3,909-ton Panamanian freighter Chieh Lee sank in a typhoon",M,NA,"FATAL, right leg bitten",Y,NA,22.396428,114.109497
1979,Unprovoked,HONG KONG,Ho Ha Wan Marine Park,NA,M,16,FATAL,Y,NA,22.396428,114.109497
1991,Unprovoked,HONG KONG,Kowloon Peninsula,Fishing,M,NA,"FATAL, right arm severed  ",Y,NA,22.396428,114.109497
1991,Unprovoked,HONG KONG,Port Shelter,Swimming ,F,65,Abdomen bitten & leg severed  FATAL,Y,Tiger   ,22.396428,114.109497
1993,Unprovoked,HONG KONG,New Territories,Swimming,M,61,FATAL,Y,NA,22.396428,114.109497
1993,Unprovoked,HONG KONG,New Territories,Swimming,M,42,FATAL,Y,NA,22.396428,114.109497
1993,Unprovoked,HONG KONG,Sai Kung,NA,F,NA,"Missing, believed taken by a shark",Y,NA,22.396428,114.109497
1995,Unprovoked,HONG KONG,Clearwater Bay,Swimming,F,45,"FATAL, left  leg & forearm severed",Y,Tiger   ,22.396428,114.109497
1995,Unprovoked,HONG KONG,New Territories,Swimming,M,29,"FATAL, right thigh bitten, femur exposed  ",Y,NA,22.396428,114.109497
1995,Unprovoked,HONG KONG,New Territories,Diving,NA,44,"FATAL, right leg severed, left leg lacerated ",Y,NA,22.396428,114.109497
2003,Unprovoked,INDIA,Tamilnadu,Swimming or surfing,M,35,Left index finger lacerated,N,Tiger   ,20.593684,78.96288
1962,Unprovoked,INDONESIA,East Flores,NA,NA,NA,FATAL,Y,NA,-0.789275,113.921327
1966,Sea Disaster,INDONESIA,North Sumatra,wreck of the State Oil Company ship Permina,NA,NA,Sharks said to have killed some of the 80 people lost,Y,NA,-0.789275,113.921327
2010,Unprovoked,INDONESIA,Bali,Surfing,M,NA,Lacerations to right hand,N,NA,-0.789275,113.921327
2010,Unprovoked,INDONESIA,Bali,Surfing,M,NA,Hand bitten ,N,NA,-0.789275,113.921327
2011,Unprovoked,INDONESIA,Bali,Surfing,M,18,Lacerations to right hand,N,NA,-0.789275,113.921327
2011,Unprovoked,INDONESIA,Bali,Surfing,M,NA,Lacerations to forearm,N,Bull   ,-0.789275,113.921327
2016,Unprovoked,INDONESIA,Bali,Surfing,M,24,Elbow bitten,N,Bull   ,-0.789275,113.921327
2017,Unprovoked,INDONESIA,Bali,Surfing,M,48,Injury to right wrist & forearm,N,Bull   ,-0.789275,113.921327
1971,Unprovoked,IRAN,Khuzestan Province,NA,M,NA,Survived,N,NA,32.427908,53.688046
1971,Unprovoked,IRAN,Khuzestan Province,NA,M,NA,Survived,N,NA,32.427908,53.688046
1987,Unprovoked,IRAN,Khuzestan Province,NA,M,NA,Foot severed,N,Bull   ,32.427908,53.688046
1960,Unprovoked,IRAQ,Basrah,Fishing from a small boat & put his hand in the water while holding a dead fish,M,25,Right hand severed,N,NA,33.223191,43.679291
1960,Unprovoked,IRAQ,Basrah,Swimming naked near a date palm where many dates fell into the water,M,6,Arm severed,N,Bull   ,33.223191,43.679291
1960,Unprovoked,IRAQ,Basrah,Swimming in section of river used for washing clothes & cooking utensils,M,16,Right leg lacerated & surgically amputated,N,Bull   ,33.223191,43.679291
1970,Unprovoked,IRAQ,Basrah,Washing cooking pans,F,28,Left hand severed,N,NA,33.223191,43.679291
1970,Unprovoked,IRAQ,Basrah,Washing clothes on stairs,F,25,Left foot severed,N,NA,33.223191,43.679291
1970,Unprovoked,IRAQ,Basrah,Swimming,M,35,"FATAL, left leg severed",Y,NA,33.223191,43.679291
1970,Unprovoked,IRAQ,Basrah,"Fishing, trying to catch the end of his fishing line",M,35,Left hand bitten,N,NA,33.223191,43.679291
1962,Provoked,ISRAEL,Sharon,Fishing,M,NA,"Details unknown, possibly a PROVOKED INCIDENT",NA,NA,31.046051,34.851612
1974,Unprovoked,ISRAEL,Eilot,Swimming,F,20,"Bitten 12 times: multiple lacerations on hands, arms, shoulder breast thigh, both legs, left forearm surgically amputated ",N,Mako,31.046051,34.851612
2013,Provoked,ISRAEL,Southern District,Diving,M,27,Hand bitten PROVOKED INCIDENT,N,NA,31.046051,34.851612
1961,Provoked,ITALY,Venice,Fishing,M,33,Left foot & right hand bitten by netted shark PROVOKED INCIDENT,N,NA,41.87194,12.56738
1961,Unprovoked,ITALY,Bari,Spearfishing,M,21,Foot bitten,N,White,41.87194,12.56738
1962,Unprovoked,ITALY,Sorrento,Spearfishing with Scuba gear,M,28,"FATAL, multiple injuries to both legs  ",Y,White,41.87194,12.56738
1962,Unprovoked,ITALY,Sorrento,Diving,M,NA,No injury,N,White,41.87194,12.56738
1963,Unprovoked,ITALY,Sicily,Spearfishing,M,28,No injury,N,NA,41.87194,12.56738
1966,Unprovoked,ITALY,Taranto,Attacked shark with fists,M,21,Arm lacerated,N,NA,41.87194,12.56738
1967,Provoked,ITALY,Brindisi,Scuba diving,M,21,"Diver shot the shark, then it injured his arm and broke his leg with its tail.  PROVOKED INCIDENT",NA,NA,41.87194,12.56738
1967,Unprovoked,ITALY,Genova,Spearfishing on Scuba,M,NA,Minor injuries to face & forearm,N,NA,41.87194,12.56738
1967,Provoked,ITALY,Sicily,Fishing boat,M,NA,"No injury to occupants,  harpooned shark sank boat PROVOKED INCIDENT",N,White,41.87194,12.56738
1970,Boat,ITALY,Sardinia,Fishing on a boat,M,NA,No injury,N,White,41.87194,12.56738
1976,Provoked,ITALY,Reggio Calabria,Fishing,M,46,Shark rammed boat PROVOKED INCIDENT,N,Blue ,41.87194,12.56738
1978,Unprovoked,ITALY,Sorrento,Diving,M,NA,No injury,N,White,41.87194,12.56738
1982,Boat,ITALY,Sorrento,Boat,M,NA,No details,NA,White,41.87194,12.56738
1982,Boat,ITALY,Sorrento,Fishing on a boat,M,NA,No injury,N,White,41.87194,12.56738
1984,Boat,ITALY,Sorrento,Boat,NA,NA,No injury,N,White,41.87194,12.56738
1985,Unprovoked,ITALY,Sicily,Snorkeling,M,13,Contusion of left foot,N,White,41.87194,12.56738
1987,Boat,ITALY,Sorrento,Boat,M,NA,No injury,N,White,41.87194,12.56738
1988,Unprovoked,ITALY,Manfredonia ,NA,M,16,Survived,N,NA,41.87194,12.56738
1989,Unprovoked,ITALY,Tuscany,Windsurfing (urinating on his board),M,NA,Upper right thigh bitten,N,White,41.87194,12.56738
1989,Unprovoked,ITALY,Sorrento,"Scuba diving, but swimming on surface",M,47,FATAL. His body not recovered,Y,White,41.87194,12.56738
1991,Boat,ITALY,Genova,Canoeing,F,40,No Injury to occupant; canoe bitten,N,White,41.87194,12.56738
1999,Boat,ITALY,Bari,Fishing,NA,NA,No Injury to occupants,N,White,41.87194,12.56738
2012,Provoked,ITALY,Sardinia,Attempting to rescue an injured & beached shark,M,57,Lower left leg injured PROVOKED ACCIDENT,N,Blue ,41.87194,12.56738
2016,Unprovoked,ITALY,Genova,Swimming,M,20,"FATAL, body was not recovered",Y,White,41.87194,12.56738
1969,Unprovoked,JAMAICA,Clarendon,Diving,M,27,Multiple lacerations,N,NA,18.109581,-77.297508
1980,Provoked,JAMAICA,St. Mary's Parish,Spearfishing,M,NA,Hand bitten by speared shark PROVOKED INCIDENT ,N,NA,18.109581,-77.297508
2013,Unprovoked,JAMAICA,St. Catherine,Spearfishing,M,68,FATAL,Y,Tiger   ,18.109581,-77.297508
2013,Unprovoked,JAMAICA,Kingston Parish,NA,M,18,Knee bitten,N,NA,18.109581,-77.297508
1964,Unprovoked,JAPAN,Okayama Prefecture,Swimming,M,12,"Leg bitten, surgically amputated",N,NA,36.204824,138.252924
1967,Unprovoked,JAPAN,Kagawa Prefecture,NA,M,19,FATAL,Y,NA,36.204824,138.252924
1982,Unprovoked,JAPAN,Kumamoto Prefecture,NA,M,NA,FATAL,Y,NA,36.204824,138.252924
1988,Unprovoked,JAPAN,Tokyo Prefecture,NA,M,NA,Survived,N,NA,36.204824,138.252924
1992,Boat,JAPAN,Ehime Prefecture,Preparing to fish for jack-mackerel,NA,NA,"No inujury to occupant. Shark bit boat repeatedly, leaving  2 teeth in the bottom keel of the boat",N,White,36.204824,138.252924
1992,Unprovoked,JAPAN,Ehime Prefecture,Hookah diving for pen shells ,M,41,"FATAL, body not recovered",Y,White,36.204824,138.252924
1992,Boat,JAPAN,Ehime Prefecture,"Fishing for yellowtail, Seriola quinqueradiata",NA,NA,No injury to boat or occupant,N,NA,36.204824,138.252924
1992,Unprovoked,JAPAN,Ehime Prefecture,Diving for pen shells,M,NA,"No injury, steel diving helmet bitten 3 times",N,NA,36.204824,138.252924
1992,Unprovoked,JAPAN,Ehime Prefecture,NA,M,NA,Survived,N,NA,36.204824,138.252924
1993,Unprovoked,JAPAN,Ehime Prefecture,NA,NA,NA,Survived,N,White,36.204824,138.252924
1994,Unprovoked,JAPAN,Kagoshima Prefecture,NA,NA,NA,Survived,N,NA,36.204824,138.252924
1995,Unprovoked,JAPAN,Aichi Prefecture,Scuba diving for bivalves,M,47,FATAL,Y,White,36.204824,138.252924
1998,Provoked,JAPAN,Southern Japan,Fishing for tuna,M,52,PROVOKED INCIDENT    Knee bitten by shark trapped in net,N,NA,36.204824,138.252924
2004,Unprovoked,JAPAN,Wakayama Prefecture,Fishing for squid aboard the trawler Shikishima-Maru when the shark leapt into the boat,M,51,Suffered broken ribs when the shark's tail fin slammed into his chest,N,Mako,36.204824,138.252924
2008,Provoked,JAPAN,Tokyo Bay,Diving,NA,NA,"No injury, captive shark attempted to bite diver's arm PROVOKED INCIDENTt",NA,Goblin  ,36.204824,138.252924
2014,Unprovoked,JAPAN,Atsumi peninsula,Surfing,M,43,Left arm bitten,N,NA,36.204824,138.252924
2014,Sea Disaster,JAPAN,Okinawa Prefecture,Sea disaster,M,31,5 cm bite to left foot,N,NA,36.204824,138.252924
2016,Unprovoked,JAPAN,Kochi Prefecture,Surfing,M,29,Lacerations to left leg,N,NA,36.204824,138.252924
1964,Unprovoked,KENYA,Coast Province,Fishing with hand line tied to wrist & was pulled into the water,M,10,FATAL,Y,NA,-0.023559,37.906193
1971,Unprovoked,KENYA,Coast Province,Swimming,M,16,Right foot bitten,N,NA,-0.023559,37.906193
1980,Unprovoked,KENYA,Lamu Archipelago,Spearfishing,M,29,Ankle & foot lacerated,N,NA,-0.023559,37.906193
1990,Unprovoked,KENYA,Mombasa,Diving,M,NA,Conway's leg was bitten Higgs injury was FATAL,N,NA,-0.023559,37.906193
2009,Unprovoked,KENYA,Mombasa,Washing his feet,M,NA,FATAL,Y,NA,-0.023559,37.906193
2011,Unprovoked,KENYA,Coast Province,Swimming,M,17,FATAL,Y,NA,-0.023559,37.906193
2016,Unprovoked,KENYA,Mombasa,Diving,M,NA,FATAL,Y,NA,-0.023559,37.906193
2013,Unprovoked,KIRIBATI,Tarawa Atoll,Attempting to remove fishing net from submerged object,M,35,Severe injury to arm,N,NA,-3.370417,-168.734039
2019,Sea Disaster,KIRIBATI,Phoenix Islands,"Sea Disaster, wreck of the  SS Norwich City",NA,NA,"11 of her crew perished, most, possibly all, deaths were due to drowning",Y,NA,-3.370417,-168.734039
2010,Unprovoked,MADAGASCAR,Antsiranana Province,Scuba diving,M,59,Lacerations to arm & chest,N,NA,-18.766947,46.869107
1968,Unprovoked,MALAYSIA,Johor,Leaving the water,NA,41,Hand lacerated,N,NA,4.210484,101.975766
2009,Unprovoked,MALAYSIA,Strait of Malacca,Feeding fish,F,NA,Minor injury,N,Blacktip,4.210484,101.975766
2011,Unprovoked,MALAYSIA,Kedah,Snorkeling,F,NA,Laceration to dorsum of right foot,N,Blacktip Reef  ,4.210484,101.975766
1962,Unprovoked,MARSHALL ISLANDS,Kwajalein Atoll,Fishing with hand net in 2' of water,M,57,"2.5"" laceration on right hand",N,NA,7.131474,171.184478
1972,Unprovoked,MARSHALL ISLANDS,Illeginni Atoll,"Free diving, collecting shells",M,NA,Right hand & torso lacerated,N,Grey reef ,7.131474,171.184478
1978,Unprovoked,MARSHALL ISLANDS,Ralik Archipelago,Diving,M,25,Laceration to left hand,N,NA,7.131474,171.184478
1978,Unprovoked,MARSHALL ISLANDS,Ralik Archipelago,Diving,M,23,Lacerations to right forearm ,N,NA,7.131474,171.184478
1999,Unprovoked,MARSHALL ISLANDS,Alinglaplap Atoll,Swimming,M,12,Lacerations to leg,N,Grey reef ,7.131474,171.184478
1999,Unprovoked,MARSHALL ISLANDS,Alinglaplap Atoll,Swimming,M,12,Lacerations to buttocks,N,Grey reef ,7.131474,171.184478
1999,Unprovoked,MARSHALL ISLANDS,Ralik Chain,Fishing,M,23,Lacerations to left leg,N,NA,7.131474,171.184478
1963,Unprovoked,MAURITIUS,Rodrigues,NA,M,24,Laceration to right forearm,N,NA,-20.348404,57.552152
1999,Unprovoked,MAURITIUS,Grand Baie,Swimming,F,41,Thigh bitten,N,Grey reef ,-20.348404,57.552152
2014,Provoked,MAURITIUS,Cargados Carajos Shoals,Fishing,M,39,"FATAL, arm bitten by shark hauled on deck             PROVOKED INCIDENT",Y,NA,-20.348404,57.552152
1962,Unprovoked,MEXICO,Veracruz,Wading,M,32,"FATAL, both legs bitten  ",Y,NA,23.634501,-102.552784
1962,Unprovoked,MEXICO,Veracruz,Swimming,M,20,"Left arm severely bitten, surgically amputated",N,NA,23.634501,-102.552784
1964,Unprovoked,MEXICO,Guerrero,Floating on his back in an inner tube,M,19,Right thigh bitten,N,NA,23.634501,-102.552784
1965,Unprovoked,MEXICO,Veracruz,NA,M,23,Leg & arm bitten,N,NA,23.634501,-102.552784
1965,Unprovoked,MEXICO,Veracruz,Bathing,M,25,"FATAL, both legs severed ",Y,NA,23.634501,-102.552784
1965,Unprovoked,MEXICO,Veracruz,Swimming,M,38,"Right forearm severed, right leg bitten and surgically amputated",N,NA,23.634501,-102.552784
1965,Unprovoked,MEXICO,Veracruz,Swimming,M,NA,"FATAL, left leg & right arm severed ",Y,NA,23.634501,-102.552784
1965,Unprovoked,MEXICO,Veracruz,Swimming,M,NA,"FATAL, left arm & right leg severed ",Y,NA,23.634501,-102.552784
1965,Unprovoked,MEXICO,Veracruz,Swimming,M,35,"Right arm severed, right leg bitten, not known if he survived",N,NA,23.634501,-102.552784
1967,Unprovoked,MEXICO,Veracruz,Swimming,NA,NA,FATAL,Y,NA,23.634501,-102.552784
1967,Sea Disaster,MEXICO,Veracruz,The shrimper Loless Maurine capsized in heavy seas & the men were swimming ashore  ,M,NA,FATAL,Y,NA,23.634501,-102.552784
1970,Unprovoked,MEXICO,Guerrero,Swimming,M,22,Leg bitten,N,NA,23.634501,-102.552784
1971,Unprovoked,MEXICO,Guerrero,Surfing,M,19,"FATAL, left thigh bitten ",Y,NA,23.634501,-102.552784
1972,Unprovoked,MEXICO,Guerrero,Body surfing,M,17,"FATAL, hand severed, right leg and torso bitten ",Y,NA,23.634501,-102.552784
1973,Unprovoked,MEXICO,Guerrero,Swimming alongside yacht Mexico Fiesta,M,20,FATAL,Y,NA,23.634501,-102.552784
1973,Unprovoked,MEXICO,Baja California,"Free diving, Spearfishing",M,37,"FATAL, leg bitten ",Y,White,23.634501,-102.552784
1973,Unprovoked,MEXICO,Guerrero,Wading,M,45,"FATAL, multiple bites ",Y,NA,23.634501,-102.552784
1973,Unprovoked,MEXICO,Guerrero,Swimming,NA,57,"FATAL, multiple bites ",Y,NA,23.634501,-102.552784
1977,Unprovoked,MEXICO,Guerrero,Swimming,M,NA,"FATAL, left leg severed, neck cut  ",Y,NA,23.634501,-102.552784
1980,Unprovoked,MEXICO,Sinaloa,Body surfing,F,13,Right calf bitten,N,Tiger   ,23.634501,-102.552784
1984,Provoked,MEXICO,Baja California,Spearfishing,M,NA,"No Injury, PROVOKED INCIDENT",N,White,23.634501,-102.552784
1992,Unprovoked,MEXICO,Cancun,Scuba diving & filming,M,NA,"Fingers, hand & arm bitten",N,NA,23.634501,-102.552784
1993,Unprovoked,MEXICO,Cancun,Scuba diving,F,42,FATAL,Y,NA,23.634501,-102.552784
1997,Unprovoked,MEXICO,Cancun,SCUBA diving,M,33,"FATAL, arm & leg severed ",Y,Tiger   ,23.634501,-102.552784
2001,Unprovoked,MEXICO,Guerrero,Body surfing,M,26,Hand injured,N,Tiger   ,23.634501,-102.552784
2001,Unprovoked,MEXICO,Baja California,Surfing,M,42,Foot bitten,N,NA,23.634501,-102.552784
2008,Unprovoked,MEXICO,Cabo San Lucas,Swimming,M,33,3 puncture wounds to toe,N,NA,23.634501,-102.552784
2008,Unprovoked,MEXICO,Guerrero,Surfing,M,49,Lacerations to right forearm and hand,N,NA,23.634501,-102.552784
2008,Unprovoked,MEXICO,Guerrero,Surfing,M,21,FATAL,Y,NA,23.634501,-102.552784
2008,Unprovoked,MEXICO,Guerrero,Surfing,M,24,FATAL    Severe bite to right thigh,Y,Tiger   ,23.634501,-102.552784
2008,Unprovoked,MEXICO,Baja California,Surfing,M,26,Leg bitten,N,Hammerhead,23.634501,-102.552784
2011,Unprovoked,MEXICO,Cancun,Swimming,F,NA,Lower leg & foot bitten,N,Bull   ,23.634501,-102.552784
2011,Unprovoked,MEXICO,Cancun,Swimming,M,46,Right foot bitten,N,NA,23.634501,-102.552784
2011,Provoked,MEXICO,Colima,Shark fishing on the Ricardo Astorga,M,NA,Left foot bitten PROVOKED INCIDENT,N,NA,23.634501,-102.552784
2011,Unprovoked,MEXICO,Cancun,Swimming,F,38,"Leg, forearm & hand severely bitten",N,NA,23.634501,-102.552784
2011,Provoked,MEXICO,Colima,Shark fishing on the Don Agust?n-VI. ,M,25,Left eg bitten PROVOKED INCIDENT,N,NA,23.634501,-102.552784
2011,Unprovoked,MEXICO,Cancun,Attempting to fix motor,M,37,Bitten on leg and groin,N,NA,23.634501,-102.552784
2012,Unprovoked,MEXICO,Sinaloa,Swimming,M,32,FATAL,Y,NA,23.634501,-102.552784
2012,Unprovoked,MEXICO,Guerrero,Free diving / spearfishing,M,46,Left hand severed,N,Bull   ,23.634501,-102.552784
2013,Unprovoked,MEXICO,Cancun,Wading,F,NA,Hip bitten,N,NA,23.634501,-102.552784
2013,Unprovoked,MEXICO,Cancun,Swimming,F,34,Avulsion injury  to lower right leg,N,Tiger   ,23.634501,-102.552784
2015,Provoked,MEXICO,Sinaloa,Fishing,M,36,Right hand bitten by hooked shark PROVOKED INCIDENT,N,NA,23.634501,-102.552784
2017,Unprovoked,MEXICO,Baja California,Snorkeling,M,33,FATAL,Y,NA,23.634501,-102.552784
2019,Unprovoked,MEXICO,Tamaulipas,Swimming,M,NA,Right leg severed below knee,N,NA,23.634501,-102.552784
2005,Unprovoked,MEXICO ,Baja California,Surfing,M,NA,Left foot bitten,N,NA,23.634501,-102.552784
1970,Unprovoked,MICRONESIA,Namonuito Atoll,Fishing,M,NA,Laceration to thigh,N,NA,7.425554,150.550812
1970,Unprovoked,MICRONESIA,Eastern Caroline Islands,Diving,M,43,Lacerations & punctures to right arm & shoulder ,N,Silvertip,7.425554,150.550812
2002,Unprovoked,MICRONESIA,Caroline Islands,Scuba diving,M,NA,Minor injury to right calf,N,Blacktip,7.425554,150.550812
1961,Unprovoked,Bermuda,Hamilton,"Survived US Naval aircraft crash, climbing onboard rescue vessel when he fell back into sea ",M,22,Right shoulder blade  & back lacerated,N,Whitetip,32.321384,-64.75737
1960,Unprovoked,MOZAMBIQUE,Gaza,Swimming,F,5,FATAL,Y,NA,-18.665695,35.529562
1961,Unprovoked,MOZAMBIQUE,Gaza,Bathing,M,20,His left leg was severely bitten,N,NA,-18.665695,35.529562
1961,Unprovoked,MOZAMBIQUE,Gaza,Swimming,M,37,"Multiple injuries to both hands, left leg & foot",N,Zambesi ,-18.665695,35.529562
1961,Unprovoked,MOZAMBIQUE,Gaza,"Swimming, using bundles of sticks as raft",M,38,"FATAL, extensive abdominal wounds, died 4 days later  ",Y,Zambesi ,-18.665695,35.529562
1961,Unprovoked,MOZAMBIQUE,Limpopo River,Swimming,M,NA,Leg bitten ,N,Zambesi ,-18.665695,35.529562
1962,Unprovoked,MOZAMBIQUE,Gaza,Swimming,M,16,"Leg bitten, surgically amputated at knee",N,NA,-18.665695,35.529562
1962,Unprovoked,MOZAMBIQUE,Gaza,NA,M,16,NA,NA,NA,-18.665695,35.529562
1962,Unprovoked,MOZAMBIQUE,Maputo,Skindiving,M,36,Bumped by sharks,N,NA,-18.665695,35.529562
1967,Unprovoked,MOZAMBIQUE,Bay of Maputo,Swimming in the channel,M,31,Right leg severely lacerated,N,NA,-18.665695,35.529562
1970,Unprovoked,MOZAMBIQUE,Inhambane Province,Fishing for prawns,M,18,"FATAL, arm severed  ",Y,NA,-18.665695,35.529562
1970,Unprovoked,MOZAMBIQUE,Inhambane Province,Fishing for prawns,M,18,"FATAL, decapitated and arm severed",Y,NA,-18.665695,35.529562
1970,Unprovoked,MOZAMBIQUE,Limpopo River,Swimming,M,14,"Hands severed, forearm severely lacerated",N,NA,-18.665695,35.529562
1970,Unprovoked,MOZAMBIQUE,Limpopo River,Swimming,M,16,Leg severed at knee,N,Zambesi ,-18.665695,35.529562
1970,Unprovoked,MOZAMBIQUE,Limpopo River,Swimming,M,12,"Arm severed, thigh bitten",N,Zambesi ,-18.665695,35.529562
1970,Unprovoked,MOZAMBIQUE,Limpopo River,Swimming,M,10,Leg severed at knee,N,Zambesi ,-18.665695,35.529562
1971,Sea Disaster,MOZAMBIQUE,Maputo,Wreck of the 1689-ton Portuguese  coaster Angoche,NA,NA,"FATAL, it was  thought  the surviving crew  were taken by sharks",Y,NA,-18.665695,35.529562
